Image_Url	Number_of_columns	Number_of_rows	empty_cells_ratio	Is_coorelation	Is_caption_descriptive	Is_columns_descriptive	ratio_str_vs_int	is_cols_var_def	is_cols_model_results	Label
pngs\Variable_def\BibboD#SpreheE#MichelichJ#LeeY_2010_EMPLOYING_WIKI_AS_A_COLLABORATIVE_INFORMATION_REPOSITORY_IN_A_MEDIA_AND_ENTERTAINMENT_COMPANY_-_THE_NBC_UNIVERSAL_CASE_ICIS-Table5-1.png	5	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Coorleation\BohW#XuY#SohC_2008_VIS_Standards_Deployment_and_Integration_-_A_Study_of_Antecedents_and_Benefits_ICIS-Table2-1.png	9	10	0.3111111111111111	0	0	0	1.4324324324324325	0	0	Coorleation
pngs\Model_results\BojdB#SongX#TanY#YanX_2018_Gamified_Goals_-_an_Empirical_Study_of_Online_Weight-Loss_Challenges_ICIS-Table6-1.png	21	6	0.0873015873015873	0	0	0	10.454545454545455	0	0	Model_results
pngs\Descriptive_stats\BojdB#SongX#TanY#YanX_2018_Gamified_Goals_-_an_Empirical_Study_of_Online_Weight-Loss_Challenges_ICIS-Table5-1.png	10	3	0.06666666666666667	0	0	1	14.0	0	0	Descriptive_stats
pngs\Model_results\BojdB#SongX#TanY#YanX_2018_Gamified_Goals_-_an_Empirical_Study_of_Online_Weight-Loss_Challenges_ICIS-Table8-1.png	12	3	0.2222222222222222	0	0	0	3.5	0	0	Model_results
pngs\Model_results\BojdB#SongX#TanY#YanX_2018_Gamified_Goals_-_an_Empirical_Study_of_Online_Weight-Loss_Challenges_ICIS-Table7-1.png	9	5	0.7111111111111111	0	0	0	0.40625	0	0	Model_results
pngs\Descriptive_stats\BoritzJ#EfendiJ#LimJ#TanB_2014_The_Impact_of_Executive_Team_Competencies_on_XBRL_Aoption_ICIS-Table5-1.png	11	5	0.07272727272727272	0	0	0	12.75	0	0	Descriptive_stats
pngs\Descriptive_stats\BoritzJ#EfendiJ#LimJ#TanB_2014_The_Impact_of_Executive_Team_Competencies_on_XBRL_Aoption_ICIS-Table2-1.png	18	11	0.13131313131313133	0	1	1	6.615384615384615	0	0	Descriptive_stats
pngs\Descriptive_stats\BoritzJ#EfendiJ#LimJ#TanB_2014_The_Impact_of_Executive_Team_Competencies_on_XBRL_Aoption_ICIS-Table3-1.png	11	10	0.13636363636363635	0	0	0	6.333333333333333	0	0	Descriptive_stats
pngs\Descriptive_stats\BoritzJ#EfendiJ#LimJ#TanB_2014_The_Impact_of_Executive_Team_Competencies_on_XBRL_Aoption_ICIS-Table4-1.png	22	11	0.23140495867768596	0	0	1	3.3214285714285716	0	0	Descriptive_stats
pngs\Coorleation\BrauerB#EbermannC#KolbeL_2016_An_Acceptance_Model_for_User-Centric_Persuasive_Environmental_Sustainable_IS_ICIS-Table2-1.png	11	14	0.2987012987012987	0	1	1	2.347826086956522	0	0	Coorleation
pngs\Descriptive_stats\BrauerB#EbermannC#KolbeL_2016_An_Acceptance_Model_for_User-Centric_Persuasive_Environmental_Sustainable_IS_ICIS-Table1-1.png	3	5	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\BrayD#PrietulaM_2007_Extending_March's_Exploration_and_Exploitation_-_Managing_Knowledge_in_Turbulent_Environments_ICIS-Table2-1.png	17	7	0.11764705882352941	0	0	1	7.5	0	0	Descriptive_stats
pngs\Descriptive_stats\BrayD#PrietulaM_2007_Extending_March's_Exploration_and_Exploitation_-_Managing_Knowledge_in_Turbulent_Environments_ICIS-Table1-1.png	21	7	0.2585034013605442	0	0	1	2.5853658536585367	0	0	Descriptive_stats
pngs\Variable_def\BrendelA#BrenneckeJ#ZapadkaP#KolbeL_2017_A_Decision_Support_System_for_Computation_of_Carsharing_Pricing_Areas_and_its_Influence_on_Vehicle_Distribution_ICIS-Table5-1.png	6	2	0.0	0	0	0	100	0	0	Variable_def
pngs\Variable_def\BrendelA#BrenneckeJ#ZapadkaP#KolbeL_2017_A_Decision_Support_System_for_Computation_of_Carsharing_Pricing_Areas_and_its_Influence_on_Vehicle_Distribution_ICIS-Table3-1.png	10	3	0.13333333333333333	0	0	0	6.5	0	0	Variable_def
pngs\Variable_def\BrendelA#LichtenbergS#NastjukI#KolbeL_2017_Adapting_Carsharing_Vehicle_Relocation_Strategies_for_Shared_Autonomous_Electric_Vehicle_Services_ICIS-Table7-1.png	6	2	0.0	0	0	1	100	0	0	Variable_def
pngs\Descriptive_stats\BreznitzD#FormanC#WenW_2014_The_role_of_venture_capitalists_in_the_formation_of_new_technological_trajectories_-_Evidence_from_the_Cloud_ICIS-Table1-1.png	10	14	0.06428571428571428	0	1	1	14.555555555555555	0	0	Descriptive_stats
pngs\Variable_def\BriggsR#KolfschotenG#de_VreedeG#AlbrechtC#DeanD_2009_A_Seven-Layer_Model_of_Collaboration_-_Separation_of_Concerns_for_Designers_of_Collaboration_Systems_ICIS-Table1-1.png	8	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Descriptive_stats\BrosiusM#AierS#HakiK#WinterR_2018_Enterprise_Architecture_Assimilation_-_An_Institutional_Perspective_ICIS-Table2-1.png	13	8	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\BrosiusM#HakiM#AierS#WinterR_2016_A_Learning_Perspective_on_Enterprise_Architecture_Management_ICIS-Table2-1.png	5	5	0.0	0	0	1	100	1	1	Descriptive_stats
pngs\Descriptive_stats\BrosiusM#HakiM#AierS#WinterR_2016_A_Learning_Perspective_on_Enterprise_Architecture_Management_ICIS-Table4-1.png	14	8	0.0	0	0	1	100	0	0	Descriptive_stats
pngs\Variable_def\BurmeisterF#DrewsP#SchirmerI_2019_Leveraging_Architectural_Thinking_for_Large-Scale_E-Government_Projects_ICIS-Table1-1.png	2	2	0.0	0	0	1	100	0	0	Variable_def
pngs\Descriptive_stats\BurtchG#ChanJ_2014_Reducing_Medical_Bankruptcy_Through_Crowdfunding_-_Evidence_from_GiveForward_ICIS-Table1-1.png	9	6	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Descriptive_stats\BurtchG#GhoseA#WattalS_2014_An_Empirical_Examination_of_Peer_Referrals_in_Online_Crowdfunding_ICIS-Table1-1.png	12	5	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Variable_def\BurtchG#HongY#BapnaR#GriskeviciusV_2015_What_Are_Social_Incentives_Worth_-_A_Randomized_Field_Experiment_in_User_Content_Generation_ICIS-Table1-1.png	6	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\BushA#TiwanaA_2010_SIGNALING_IN_CONTENT_SHARING_PLATFORMS_ICIS-Table1-1.png	10	2	0.0	0	1	0	100	1	0	Variable_def
pngs\Variable_def\ButlerT#McAvoyJ_2008_Social_Inclusion_and_IT_Education_-_An_Institutional_Analysis_ICIS-Table3-1.png	6	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\ButlerT#McAvoyJ_2008_Social_Inclusion_and_IT_Education_-_An_Institutional_Analysis_ICIS-Table1-1.png	6	2	0.0	0	0	1	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table5-1.png	2	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table7-1.png	2	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table2-1.png	2	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table6-1.png	3	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table4-1.png	2	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CahalaneM#FellerJ#FinneganP#HayesJ#OReillyP_2014_Leveraging_Distributed_Collective_Intelligence_-_An_Investigation_of_Solver_Engagement_with_Innovation_Challenges_ICIS-Table3-1.png	2	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Variable_def\CaiX#ZhangB#ZhaoX_2019_What_Drives_Adoption_of_Smart_Contract_-_-_Identifying_Peer_Influences_in_Blockchain_User_Network_ICIS-Table2-1.png	6	2	0.0	0	1	1	100	1	0	Variable_def
pngs\Descriptive_stats\CarilloK#HuffS#ChawnerB_2014_Understanding_Contributor_Behavior_within_Large_Free-Open_Source_Software_Projects_-_A_Socialization_Perspective_ICIS-Table5-1.png	17	7	0.15126050420168066	0	0	1	5.611111111111111	0	0	Descriptive_stats
pngs\Coorleation\CarilloK#HuffS#ChawnerB_2014_Understanding_Contributor_Behavior_within_Large_Free-Open_Source_Software_Projects_-_A_Socialization_Perspective_ICIS-Table4-1.png	13	13	0.3905325443786982	1	1	0	1.5606060606060606	0	0	Coorleation
pngs\Descriptive_stats\CavusogluH#PhanT#CavusogluH_2013_Privacy_Controls_and_Content_Sharing_Patterns_of_Online_Social_Network_Users_-_A_Natural_Experiment_ICIS-Table1-1.png	6	6	0.1111111111111111	0	1	0	8.0	0	0	Descriptive_stats
pngs\Coorleation\CayaO#BassellierG#PinsonneaultA_2008_Virtual_Team_Common_Knowledge_-_Construct_Specification_and_Effect_on_Knowledge_Integration_Effectiveness_ICIS-Table6-1.png	6	8	0.20833333333333334	0	0	1	0.6	0	0	Coorleation
pngs\Variable_def\CenfetelliR_2004_An_Empirical_Study_of_the_Inhibitors_of_Technology_Usage_ICIS-Table1-1.png	8	2	0.0625	0	0	0	15.0	1	0	Variable_def
pngs\Coorleation\CenfetelliR_2004_An_Empirical_Study_of_the_Inhibitors_of_Technology_Usage_ICIS-Table3-1.png	25	22	0.44727272727272727	0	0	0	0.3253012048192771	0	0	Coorleation
pngs\Variable_def\CeranY_2011_Inventory_as_a_Driver_of_Demand_-_The_Case_of_Blockbuster_Online_Rental_System_ICIS-Table1-1.png	12	2	0.0	0	1	1	100	0	0	Variable_def
pngs\Coorleation\CeranY_2011_Inventory_as_a_Driver_of_Demand_-_The_Case_of_Blockbuster_Online_Rental_System_ICIS-Table3-1.png	10	10	0.37	0	0	0	1.564102564102564	0	0	Coorleation
pngs\Variable_def\CeranY_2011_Inventory_as_a_Driver_of_Demand_-_The_Case_of_Blockbuster_Online_Rental_System_ICIS-Table1-1.png	12	2	0.0	0	1	1	100	0	0	Variable_def
pngs\Coorleation\ChangK_2008_Psychological_Contracts_and_Knowledge_Exchange_in_Virtual_Teams_ICIS-Table1-1.png	16	20	0.471875	0	1	1	1.091503267973856	0	0	Coorleation
pngs\Descriptive_stats\ChanJ#WangJ_2014_Hiring_Biases_in_Online_Labor_Markets_-_The_Case_of_Gender_Stereotyping_ICIS-Table1-1.png	7	6	0.19047619047619047	0	1	1	4.25	1	0	Descriptive_stats
pngs\Variable_def\ChatterjeeS#BrendelA#LichtenbergS_2018_Smart_Infrastructure_Monitoring_-_Development_of_a_Decision_Support_System_for_Vision-Based_Road_Crack_Detection_ICIS-Table6-1.png	6	2	0.0	0	1	1	100	0	0	Variable_def
pngs\Descriptive_stats\ChenC#HuY#HongY#LuY_2018_Everyone_Can_Be_a_Star_-_Quantifying_Grassroots_Online_Sellers'_Live_Streaming_Effects_on_Product_Sales_ICIS-Table1-1.png	3	6	0.0	0	1	1	100	0	0	Descriptive_stats
pngs\Variable_def\ChenR#SharmanR#RaoH#UpadhyayaS_2008_Data_Model_Development_for_Fire_Related_Extreme_Events_-_An_Activity_Theory_and_Semiotics_Approach_ICIS-Table2-1.png	5	4	0.0	0	0	0	100	1	0	Variable_def
pngs\others\ChenX#SiauK#NahF_2010_3-D_VIRTUAL_WORLD_EDUCATION_-_AN_EMPIRICAL_COMPARISON_WITH_FACE-TO-FACE_CLASSROOM_ICIS-Table2-1.png	8	4	0.25	1	0	0	1.0	0	0	others
pngs\others\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table4-1.png	10	3	0.0	0	0	0	100	0	0	others
pngs\others\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table2-1.png	10	4	0.2	0	0	0	4.0	0	0	others
pngs\others\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table3-1.png	6	3	0.0	0	0	0	100	0	0	others
pngs\others\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table1-1.png	16	3	0.0	0	0	0	100	0	0	others
pngs\others\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table7-1.png	4	5	0.0	0	0	1	100	0	0	others
pngs\Coorleation\ChenX#SiauK_2012_Effect_of_Business_Intelligence_and_IT_Infrastructure_Flexibility_on_Organizational_Agility_ICIS-Table6-1.png	9	10	0.3333333333333333	0	1	0	2.0	0	0	Coorleation
pngs\Coorleation\ChenY#BohW#WongS#ShaoJ_2017_Too_Much_of_a_Good_Thing_-_Downsides_of_a_Large_Network_in_Tech_Firms_and_Mitigating_Effects_of_Political_Skills_ICIS-Table1-1.png	11	12	0.3484848484848485	0	1	0	0.32	0	0	Coorleation
pngs\Variable_def\ChenY#PngI_2011_CONTRACT_STRUCTURE_AND_PERFORMANCE_-_THE_ROLE_OF_MILESTONE_PAYMENTS_IN_IT_TECHNOLOGY_DEVELOPMENT_AGREEMENTS_ICIS-Table2-1.png	6	4	0.0	0	0	0	100	1	0	Variable_def
pngs\Descriptive_stats\ChenY#PngI_2011_CONTRACT_STRUCTURE_AND_PERFORMANCE_-_THE_ROLE_OF_MILESTONE_PAYMENTS_IN_IT_TECHNOLOGY_DEVELOPMENT_AGREEMENTS_ICIS-Table1-1.png	16	6	0.010416666666666666	0	1	1	95.0	0	0	Descriptive_stats
pngs\others\ChenY#PngI_2011_CONTRACT_STRUCTURE_AND_PERFORMANCE_-_THE_ROLE_OF_MILESTONE_PAYMENTS_IN_IT_TECHNOLOGY_DEVELOPMENT_AGREEMENTS_ICIS-Table3-1.png	7	4	0.0	0	1	0	100	0	0	others
pngs\others\ChenY#RuiH#WhinstonA_2016_Does_Reputation_Management_on_Social_Media_Boost_Career_-_Evidence_from_the_Market_for_Executives_ICIS-Table1-1.png	9	10	0.0	0	0	0	100	0	0	others
pngs\others\ChenY#RuiH#WhinstonA_2016_Does_Reputation_Management_on_Social_Media_Boost_Career_-_Evidence_from_the_Market_for_Executives_ICIS-Table4-1.png	18	4	0.25	0	1	0	3.0	0	0	others
pngs\others\ChenY#RuiH#WhinstonA_2016_Does_Reputation_Management_on_Social_Media_Boost_Career_-_Evidence_from_the_Market_for_Executives_ICIS-Table3-1.png	19	6	0.06140350877192982	0	1	0	15.285714285714286	0	0	others
pngs\others\ChenY#RuiH#WhinstonA_2016_Does_Reputation_Management_on_Social_Media_Boost_Career_-_Evidence_from_the_Market_for_Executives_ICIS-Table2-1.png	6	6	0.2222222222222222	0	1	0	3.0	0	0	others
pngs\others\ChenY#RuiH#WhinstonA_2016_Does_Reputation_Management_on_Social_Media_Boost_Career_-_Evidence_from_the_Market_for_Executives_ICIS-Table5-1.png	18	4	0.2638888888888889	0	1	0	2.789473684210526	0	0	others
pngs\others\ChenZ#PooleyR_2009_Requirement_Analysis_for_Enterprise_Information_Systems_-_Developing_an_Ontological_Meta-Model_for_Zackman_Framework_ICIS-Table2-1.png	18	5	0.14444444444444443	0	0	0	5.923076923076923	0	0	others
pngs\Variable_def\ChenZ#PooleyR_2009_Requirement_Analysis_for_Enterprise_Information_Systems_-_Developing_an_Ontological_Meta-Model_for_Zackman_Framework_ICIS-Table1-1.png	3	2	0.0	0	0	0	100	1	0	Variable_def
pngs\others\CheungH#BurnJ_1995_Managing_Distributed_Information_Systems_Resources_in_a_Globalized_Environment_ICIS-Table5-1.png	20	5	0.09	0	0	0	10.11111111111111	0	0	others
pngs\others\CheungH#BurnJ_1995_Managing_Distributed_Information_Systems_Resources_in_a_Globalized_Environment_ICIS-Table6-1.png	21	5	0.009523809523809525	0	0	0	104.0	0	0	others
pngs\others\CheungH#BurnJ_1995_Managing_Distributed_Information_Systems_Resources_in_a_Globalized_Environment_ICIS-Table3-1.png	17	5	0.08235294117647059	1	0	0	11.142857142857142	0	0	others
pngs\others\CheungH#BurnJ_1995_Managing_Distributed_Information_Systems_Resources_in_a_Globalized_Environment_ICIS-Table1-1.png	8	7	0.17857142857142858	0	0	0	4.6	1	0	others
pngs\Variable_def\ChinN#SiauK_2012_Critical_Success_Factors_of_Location-Based_Services_ICIS-Table1-1.png	5	3	0.0	0	1	1	100	1	0	Variable_def
pngs\others\ChoiA#ChoD#YimD#MoonJ#OhW_2016_See_for_Yourself_or_Listen_to_Others_-_Complementary_and_Substitutive_Effects_of_Previews_and_Reviews_on_E-Book_Purchase_and_Consumption_ICIS-Table4-1.png	10	4	0.05	0	0	1	19.0	0	0	others
pngs\others\ChoiA#ChoD#YimD#MoonJ#OhW_2016_See_for_Yourself_or_Listen_to_Others_-_Complementary_and_Substitutive_Effects_of_Previews_and_Reviews_on_E-Book_Purchase_and_Consumption_ICIS-Table3-1.png	23	4	0.25	0	1	0	3.0	0	0	others
pngs\Model_results\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table10-1.png	13	4	0.2692307692307692	0	1	1	2.7142857142857144	0	1	Model_results
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table15-1.png	7	5	0.02857142857142857	0	0	0	34.0	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table4-1.png	6	6	0.1388888888888889	0	1	0	6.2	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table3-1.png	6	4	0.041666666666666664	0	1	1	23.0	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table14-1.png	24	2	0.25	0	0	0	3.0	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table1-1.png	6	4	0.0	0	0	0	100	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table12-1.png	6	3	0.0	0	1	1	100	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table11-1.png	24	4	0.375	0	1	0	1.6666666666666667	0	0	others
pngs\others\ChoiA#OhW#MoonJ_2017_Reading_Minds_from_Reading_Patterns_-_A_Field_Study_on_the_Effectiveness_of_Consumption-based_Targeting_in_E-Book_Markets_ICIS-Table16-1.png	10	3	0.43333333333333335	0	0	0	1.3076923076923077	0	0	others
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table4-1.png	17	5	0.17647058823529413	0	0	1	4.666666666666667	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table5-1.png	12	5	0.16666666666666666	0	0	1	5.0	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table10-1.png	18	5	0.1111111111111111	0	0	1	8.0	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table3-1.png	17	5	0.17647058823529413	0	0	1	4.666666666666667	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table7-1.png	18	5	0.1111111111111111	0	0	1	8.0	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table6-1.png	17	5	0.17647058823529413	0	0	1	4.666666666666667	0	0	Descriptive_stats
pngs\others\ChoiB#JiangZ_2016_Privacy_Utility_and_Privacy_Disutility_Expectancy_-_An_Empirical_Study_on_Social_App_Usage_ICIS-Table1-1.png	11	4	0.0	0	0	0	100	0	0	others
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table5-1.png	10	8	0.0375	0	1	0	25.666666666666668	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table4-1.png	9	10	0.15555555555555556	0	0	0	5.428571428571429	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table8-1.png	7	8	0.03571428571428571	0	1	0	27.0	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table1-1.png	15	8	0.325	0	0	0	2.076923076923077	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table6-1.png	22	7	0.2077922077922078	0	0	0	3.8125	0	0	Descriptive_stats
pngs\Descriptive_stats\ChoiB_2018_Encouraging_Active_Lifestyle_with_Social_Sharing_-_A_Study_on_Mobile_Fitness_App_ICIS-Table3-1.png	18	7	0.20634920634920634	0	0	0	3.8461538461538463	0	0	Descriptive_stats
pngs\Variable_def\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table1-1.png	9	3	0.0	0	0	0	100	1	0	Variable_def
pngs\Coorleation\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table2-1.png	7	9	0.42857142857142855	0	1	0	1.032258064516129	0	0	Coorleation
pngs\others\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table6-1.png	5	5	0.24	0	0	0	3.1666666666666665	0	0	others
pngs\others\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table5-1.png	11	4	0.0	0	0	0	100	0	0	others
pngs\others\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table3-1.png	12	4	0.0	0	0	0	100	0	0	others
pngs\others\ChoiI#CantorD#GeorgeJ_2017_Does_IT_Capability_and_Competitive_Actions_Shape_Firm_Profitability_ICIS-Table4-1.png	11	5	0.0	0	0	0	100	0	0	others
pngs\others\ChoiM_2016_Organizing_Open_Digital_Innovation_-_Evidence_from_Hackathons_ICIS-Table1-1.png	10	4	0.125	0	0	0	7.0	0	0	others
pngs\others\ChoS#JungK#KwarkY_2015_What_Makes_an_IT_Project_Successful_ICIS-Table2-1.png	18	3	0.018518518518518517	0	1	0	53.0	0	0	others
pngs\others\ChoS#JungK#KwarkY_2015_What_Makes_an_IT_Project_Successful_ICIS-Table3-1.png	17	4	0.014705882352941176	0	1	0	67.0	0	0	others
pngs\Variable_def\ChoS#JungK#KwarkY_2015_What_Makes_an_IT_Project_Successful_ICIS-Table1-1.png	11	2	0.0	0	0	1	100	1	0	Variable_def
pngs\others\ChoW#ShawM_2009_Does_IT_Synergy_Matter_in_IT_Portfolio_Selection_ICIS-Table1-1.png	5	4	0.0	0	0	0	100	0	0	others
pngs\others\ChowdhuryF#KaranasiosS#CooperV_2019_Breakdowns_in_Inter-Organisational_Information_Sharing_-_The_Case_of_Major_Incidents_in_Bangladesh_ICIS-Table1-1.png	4	4	0.0	0	0	0	100	0	0	others
pngs\others\ChowdhuryF#KaranasiosS#CooperV_2019_Breakdowns_in_Inter-Organisational_Information_Sharing_-_The_Case_of_Major_Incidents_in_Bangladesh_ICIS-Table2-1.png	5	2	0.0	0	0	0	100	0	0	others
pngs\others\ChristianS#MathraniA_2014_ICT_Education_-_Socio-Learning_Issues_Faced_by_International_Students_ICIS-Table2-1.png	5	3	0.4666666666666667	1	0	0	1.1428571428571428	0	0	others
pngs\others\ChristianS#MathraniA_2014_ICT_Education_-_Socio-Learning_Issues_Faced_by_International_Students_ICIS-Table1-1.png	4	2	0.25	0	0	1	3.0	0	0	others
pngs\others\ChuaA#PanS_2006_Knowledge_Transfer_in_Offshore_Insourcing_ICIS-Table1-1.png	7	3	0.09523809523809523	0	0	0	9.5	0	0	others
pngs\others\ChuaA#PanS_2006_Knowledge_Transfer_in_Offshore_Insourcing_ICIS-Table2-1.png	5	3	0.06666666666666667	0	0	0	14.0	0	0	others
pngs\others\ChuaC#WarehamJ_2002_Self-Regulation_for_Online_Auctions_-_An_Analysis_ICIS-Table2-1.png	11	6	0.12121212121212122	0	0	0	7.25	0	0	others
pngs\others\ChuaC#WarehamJ_2002_Self-Regulation_for_Online_Auctions_-_An_Analysis_ICIS-Table1-1.png	11	2	0.0	0	1	1	100	0	0	others
pngs\others\ChuaZ#GohK#KankanhalliA#PhangC_2007_Investigating_Participation_in_Online_Policy_Discussion_Forums_Over_Time_-_Does_Network_Structure_Matter_ICIS-Table1-1.png	6	2	0.0	0	0	1	100	0	0	others
pngs\Descriptive_stats\ChuaZ#GohK#KankanhalliA#PhangC_2007_Investigating_Participation_in_Online_Policy_Discussion_Forums_Over_Time_-_Does_Network_Structure_Matter_ICIS-Table3-1.png	7	3	0.047619047619047616	0	1	1	20.0	0	0	Descriptive_stats
